,0
0,0.049972776634298346
1,0.0003459093786445343
2,0.0003489768971210302
3,0.0003333996231446217
4,0.0003041638017004908
5,0.0002536004473212652
6,0.0001876398656168311
7,0.00015994464827652922
8,0.00015924679369682965
9,0.00016354554528541987
10,0.0001913745959018511
11,0.00023266518334508777
12,0.00025135035327796896
13,0.00019859818558586343
14,0.0001935747835741814
15,0.0002688820921525224
16,0.00028997162018515885
17,0.0002930732047290389
18,0.00028668228149784794
19,0.00028936443645766023
20,0.0002987195576215551
21,0.0003006621993203646
22,0.0003041724584766439
23,0.00030386686183131537
24,0.0003061850212378778
25,0.00030414010165144426
26,0.0003026470003052715
27,0.0002981186596508864
28,0.00028783118261859657
29,0.0002781615138209509
30,0.0002614371306568406
31,0.00023837586734642502
32,0.00021393789125248195
33,0.00019290470519289608
34,0.0001672418794266355
35,0.0001295546280998569
36,0.000110941617331624
37,9.844512791515065e-05
38,9.01921646166994e-05
39,8.04032501933085e-05
40,8.348962774155531e-05
41,9.677913889985469e-05
42,0.00011141421159832502
43,0.0001253896638636143
44,0.00013044677584056388
45,0.00013580350939656864
46,0.00013949104042483692
47,0.00014196365089744157
48,0.00014388648251818272
49,0.0001436992069495588
50,0.00014029609938473204
51,0.00013241538588437901
52,0.00012805696892669374
53,0.00012472581672409808
54,0.00011849529540480059
55,0.00011045767302971746
56,0.00010345626846561826
57,9.905283920961854e-05
58,9.60540202674851e-05
59,9.417422549200987e-05
60,9.363655008218794e-05
61,9.456072109824583e-05
62,9.455976667092783e-05
63,8.98584944722153e-05
64,8.643141053278061e-05
65,8.656750355665694e-05
66,9.142368607483039e-05
67,9.582891390458141e-05
68,0.00010123678649005211
69,0.00010700685091436304
70,0.00011252482566100324
71,0.00012115234667334392
72,0.00013086637970388063
73,0.00013585607568132336
74,0.00013710087878942212
75,0.0001426009278183097
76,0.0001508912427206537
77,0.00015967955631909303
78,0.00017258850404839763
79,0.00018826055873008606
80,0.0002063056501885917
81,0.00022059169989342535
82,0.00023634444648782445
83,0.0002502368708881394
84,0.000267859381095126
85,0.00028792970175572224
86,0.0003098805292697563
87,0.00032891068254975236
88,0.000359359970750075
89,0.0003970070752335
90,0.0004339549794876757
91,0.0004741413036542467
92,0.0005086000058184322
93,0.0005331423735777654
94,0.0005450729956015927
95,0.0005566556049029715
96,0.0005761468572646963
97,0.0005966601113422004
98,0.0006299099202098672
99,0.0006673381153166338
100,0.0006997347945341902
101,0.0007315714354567912
102,0.0007574317120000308
103,0.00076689097718267
104,0.000771304368057885
105,0.0007502267262445477
106,0.0007436010036890144
107,0.0006904625154787818
108,0.000651229670256145
109,0.0005965926164540011
110,0.0005246659447965805
111,0.0005068732410516866
112,0.00046344384462741663
113,0.0004666324808189604
114,0.0005039542916457007
115,0.0005195876407364979
116,0.0006023546924854646
117,0.0006977173341326669
118,0.0007376426602516417
119,0.0007560022448838979
120,0.000677622878488215
121,0.0005750416210716057
122,0.00039798892053194944
123,0.0003058862838420037
124,0.000310199055674241
125,0.0003440792337864999
126,0.0003516780450574285
127,0.0003117792433291397
128,0.0002592263611200336
129,0.0001868978331880651
130,0.00017308443116515393
131,0.00016500028140127663
132,0.00017294691393826295
133,0.00017782825704621384
134,0.00020307228000130371
135,0.00034249312234245965
136,0.0005434904067089883
137,0.0007972305324026653
138,0.0010790173677090913
139,0.0013075297182706027
140,0.0013544674117460472
141,0.001349688996125952
142,0.0013493065691453131
143,0.0014582542462366049
144,0.001651401221753644
145,0.001807296217878358
146,0.001925085924000973
147,0.0020052589551329664
